foi_name	foi_obs	n_fois	bg_obs	n_bgs	odds_ratio	p_val	test_type		
Menarche_age_at_onset	2	65	244	14182	1.82	3.08e-01	Fisher-Exact		
Menopause_age_at_onset	0	46	244	14182	0.00	1.00e+00	Fisher-Exact		
Metabolic_syndrome	0	51	244	14182	0.00	1.00e+00	Fisher-Exact		
Metabolic_syndrome_bivariate_traits	0	15	244	14182	0.00	1.00e+00	Fisher-Exact		
Metabolic_traits	0	48	244	14182	0.00	1.00e+00	Fisher-Exact		
Metabolite_levels	1	98	244	14182	0.59	1.00e+00	Fisher-Exact		
Metabolite_levels_HVA-MHPG_ratio	0	25	244	14182	0.00	1.00e+00	Fisher-Exact		
Metabolite_levels_MHPG	0	20	244	14182	0.00	1.00e+00	Fisher-Exact		
Methotrexate_phramacokinetics_acute_lymphoblastic_leukemia	0	21	244	14182	0.00	1.00e+00	Fisher-Exact		
Migraine	4	70	244	14182	3.50	3.24e-02	Fisher-Exact		
Migraine_clinic-based	1	37	244	14182	1.59	4.74e-01	Fisher-Exact		
Migraine_with_aura	1	23	244	14182	2.60	3.29e-01	Fisher-Exact		
Migraine_without_aura	2	43	244	14182	2.80	1.69e-01	Fisher-Exact		
Multiple_myeloma_IgH_translocation	0	22	244	14182	0.00	1.00e+00	Fisher-Exact		
Multiple_sclerosis	6	211	244	14182	1.69	1.82e-01	Fisher-Exact		
Multiple_sclerosis_OCB_status	0	42	244	14182	0.00	1.00e+00	Fisher-Exact		
Myopia_pathological	1	77	244	14182	0.75	1.00e+00	Fisher-Exact		
Nasopharyngeal_carcinoma	0	47	244	14182	0.00	1.00e+00	Fisher-Exact		
Nephropathy	1	30	244	14182	1.97	4.06e-01	Fisher-Exact		
Neutrophil_count	0	22	244	14182	0.00	1.00e+00	Fisher-Exact		
Nodular_sclerosis_Hodgkin_lymphoma	0	36	244	14182	0.00	1.00e+00	Fisher-Exact		
Non-alcoholic_fatty_liver_disease_histology_other	0	19	244	14182	0.00	1.00e+00	Fisher-Exact		
Non-small_cell_lung_cancer	0	19	244	14182	0.00	1.00e+00	Fisher-Exact		
O2V5HT~F	0	16	244	14182	0.00	1.00e+00	Fisher-Exact		
Obesity	1	77	244	14182	0.75	1.00e+00	Fisher-Exact		
Obesity_early_onset_extreme	1	19	244	14182	3.18	2.81e-01	Fisher-Exact		
Obesity_extreme	0	19	244	14182	0.00	1.00e+00	Fisher-Exact		
Obesity-related_traits	21	847	244	14182	1.00	1.06e-01	Chi-squared		
Orofacial_clefts	0	45	244	14182	0.00	1.00e+00	Fisher-Exact		
Pancreatic_cancer	1	39	244	14182	1.51	4.92e-01	Fisher-Exact		
Panic_disorder	0	17	244	14182	0.00	1.00e+00	Fisher-Exact		
Parkinsons_disease	0	87	244	14182	0.00	4.09e-01	Fisher-Exact		
Periodontal_microbiota	1	15	244	14182	4.09	2.29e-01	Fisher-Exact		
Personality_dimensions	0	20	244	14182	0.00	1.00e+00	Fisher-Exact		
Phospholipid_levels_plasma	1	71	244	14182	0.82	1.00e+00	Fisher-Exact		
Platelet_aggregation	0	19	244	14182	0.00	1.00e+00	Fisher-Exact		
Platelet_counts	2	85	244	14182	1.38	6.59e-01	Fisher-Exact		
PLF201~O	0	15	244	14182	0.00	1.00e+00	Fisher-Exact		
Post-traumatic_stress_disorder_asjusted_for_relatedness	0	15	244	14182	0.00	1.00e+00	Fisher-Exact		
Preeclampsia	2	24	244	14182	5.23	6.35e-02	Fisher-Exact		
Primary_biliary_cirrhosis	1	68	244	14182	0.85	1.00e+00	Fisher-Exact		
Primary_tooth_development_number_of_teeth	0	20	244	14182	0.00	1.00e+00	Fisher-Exact		
Primary_tooth_development_time_to_first_tooth_eruption	1	19	244	14182	3.18	2.81e-01	Fisher-Exact		
PR_interval	1	26	244	14182	2.29	3.63e-01	Fisher-Exact		
Prostate_cancer	2	114	244	14182	1.02	7.24e-01	Fisher-Exact		
Prostate_cancer_gene_x_gene_interaction	0	56	244	14182	0.00	1.00e+00	Fisher-Exact		
Protein_quantitative_trait_loci	1	54	244	14182	1.08	6.09e-01	Fisher-Exact		
Psoriasis	0	63	244	14182	0.00	6.30e-01	Fisher-Exact		
Pubertal_anthropometrics	0	34	244	14182	0.00	1.00e+00	Fisher-Exact		
Pulmonary_function	0	85	244	14182	0.00	4.08e-01	Fisher-Exact		
Pulmonary_function_decline	0	39	244	14182	0.00	1.00e+00	Fisher-Exact		
Pulmonary_function_interaction	0	74	244	14182	0.00	6.41e-01	Fisher-Exact		
QT_interval	2	76	244	14182	1.55	3.77e-01	Fisher-Exact		
QT_interval_interaction	0	17	244	14182	0.00	1.00e+00	Fisher-Exact		
Quantitative_traits	1	28	244	14182	2.12	3.85e-01	Fisher-Exact		
Red_blood_cell_traits	0	60	244	14182	0.00	6.28e-01	Fisher-Exact		
Refractive_error	0	29	244	14182	0.00	1.00e+00	Fisher-Exact		
Renal_function-related_traits_BUN	1	15	244	14182	4.09	2.29e-01	Fisher-Exact		
Renal_function-related_traits_eGRFcrea	0	15	244	14182	0.00	1.00e+00	Fisher-Exact		
Response_to_amphetamines	1	91	244	14182	0.63	1.00e+00	Fisher-Exact		
Response_to_angiotensin_II_receptor_blocker_therapy	1	25	244	14182	2.39	3.52e-01	Fisher-Exact		
Response_to_antidepressant_treatment	1	22	244	14182	2.73	3.18e-01	Fisher-Exact		
Response_to_antipsychotic_therapy_extrapyramidal_side_effects	0	18	244	14182	0.00	1.00e+00	Fisher-Exact		
Response_to_antipsychotic_treatment	0	61	244	14182	0.00	6.29e-01	Fisher-Exact		
Response_to_citalopram_treatment	0	18	244	14182	0.00	1.00e+00	Fisher-Exact		
Response_to_hepatitis_C_treatment	0	15	244	14182	0.00	1.00e+00	Fisher-Exact		
Response_to_statin_therapy	1	39	244	14182	1.51	4.92e-01	Fisher-Exact		
Response_to_taxane_treatment_docetaxel	0	16	244	14182	0.00	1.00e+00	Fisher-Exact		
Response_to_tocilizumab_in_rheumatoid_arthritis	0	28	244	14182	0.00	1.00e+00	Fisher-Exact		
Retinopathy_in_non-diabetics	0	16	244	14182	0.00	1.00e+00	Fisher-Exact		
Rheumatoid_arthritis	0	153	244	14182	0.00	1.18e-01	Fisher-Exact		
RR_interval_heart_rate	0	25	244	14182	0.00	1.00e+00	Fisher-Exact		
Schizophrenia	3	154	244	14182	1.14	7.50e-01	Fisher-Exact		
Select_biomarker_traits	0	19	244	14182	0.00	1.00e+00	Fisher-Exact		
Self-reported_allergy	1	45	244	14182	1.30	5.43e-01	Fisher-Exact		
Sex_hormone-binding_globulin_levels	1	25	244	14182	2.39	3.52e-01	Fisher-Exact		
Smoking_behavior	3	41	244	14182	4.55	3.32e-02	Fisher-Exact		
Stevens-Johnson_syndrome_and_toxic_epidermal_necrolysis_SJS-TEN	0	33	244	14182	0.00	1.00e+00	Fisher-Exact		
Subcutaneous_adipose_tissue	0	37	244	14182	0.00	1.00e+00	Fisher-Exact		
Sudden_cardiac_arrest	2	50	244	14182	2.39	2.12e-01	Fisher-Exact		
Systemic_lupus_erythematosus	1	141	244	14182	0.41	5.24e-01	Fisher-Exact		
Systemic_lupus_erythematosus_and_Systemic_sclerosis	0	20	244	14182	0.00	1.00e+00	Fisher-Exact		
Systemic_sclerosis	0	65	244	14182	0.00	6.31e-01	Fisher-Exact		
Systolic_blood_pressure	0	35	244	14182	0.00	1.00e+00	Fisher-Exact		
Tanning	0	15	244	14182	0.00	1.00e+00	Fisher-Exact		
Telomere_length	0	22	244	14182	0.00	1.00e+00	Fisher-Exact		
Temperament	0	16	244	14182	0.00	1.00e+00	Fisher-Exact		
Testicular_germ_cell_tumor	0	21	244	14182	0.00	1.00e+00	Fisher-Exact		
Thiazide-induced_adverse_metabolic_effects_in_hypertensive_patients	0	59	244	14182	0.00	6.28e-01	Fisher-Exact		
Thyroid_hormone_levels	0	26	244	14182	0.00	1.00e+00	Fisher-Exact		
Total_ventricular_volume	1	19	244	14182	3.18	2.81e-01	Fisher-Exact		
Triglycerides	3	89	244	14182	2.01	1.98e-01	Fisher-Exact		
Tuberculosis	0	15	244	14182	0.00	1.00e+00	Fisher-Exact		
Type_1_diabetes	2	95	244	14182	1.23	6.80e-01	Fisher-Exact		
Type_1_diabetes_autoantibodies	1	22	244	14182	2.73	3.18e-01	Fisher-Exact		
Type_2_diabetes	5	148	244	14182	2.02	1.12e-01	Fisher-Exact		
Ulcerative_colitis	2	179	244	14182	0.64	7.73e-01	Fisher-Exact		
Urate_levels	4	73	244	14182	3.35	3.70e-02	Fisher-Exact		
Uric_acid_levels	2	34	244	14182	3.59	1.16e-01	Fisher-Exact		
Venous_thromboembolism	2	16	244	14182	8.22	3.02e-02	Fisher-Exact		
Ventricular_conduction	1	25	244	14182	2.39	3.52e-01	Fisher-Exact		
Visceral_adipose_tissue_adjusted_for_BMI	1	48	244	14182	1.22	5.66e-01	Fisher-Exact		
Visceral_adipose_tissue-subcutaneous_adipose_tissue_ratio	1	40	244	14182	1.47	5.01e-01	Fisher-Exact		
Visceral_fat	1	45	244	14182	1.30	5.43e-01	Fisher-Exact		
Vitiligo	3	68	244	14182	2.66	1.12e-01	Fisher-Exact		
Waist_circumference	0	17	244	14182	0.00	1.00e+00	Fisher-Exact		
Waist-hip_ratio	0	26	244	14182	0.00	1.00e+00	Fisher-Exact		
Weight	0	39	244	14182	0.00	1.00e+00	Fisher-Exact		
White_blood_cell_count	1	37	244	14182	1.59	4.74e-01	Fisher-Exact		
White_blood_cell_types	0	32	244	14182	0.00	1.00e+00	Fisher-Exact		
Word_reading	1	15	244	14182	4.09	2.29e-01	Fisher-Exact		
###GTF2F1	No Description###
Activated_partial_thromboplastin_time	0	17	75	14182	0.00	1.00e+00	Fisher-Exact		
Acute_lymphoblastic_leukemia_childhood	0	37	75	14182	0.00	1.00e+00	Fisher-Exact		
Adiponectin_levels	2	44	75	14182	9.17	2.26e-02	Fisher-Exact		
Age-related_macular_degeneration	0	124	75	14182	0.00	1.00e+00	Fisher-Exact		
Age-related_macular_degeneration_CNV	0	18	75	14182	0.00	1.00e+00	Fisher-Exact		
Age-related_macular_degeneration_GA	0	21	75	14182	0.00	1.00e+00	Fisher-Exact		
AIDS_progression	0	25	75	14182	0.00	1.00e+00	Fisher-Exact		
Airflow_obstruction	0	30	75	14182	0.00	1.00e+00	Fisher-Exact		
Alcohol_consumption	0	21	75	14182	0.00	1.00e+00	Fisher-Exact		
Alcohol_dependence	0	22	75	14182	0.00	1.00e+00	Fisher-Exact		
Allergic_sensitization	0	22	75	14182	0.00	1.00e+00	Fisher-Exact		
Alzheimers_disease	0	67	75	14182	0.00	1.00e+00	Fisher-Exact		
Alzheimers_disease_biomarkers	0	21	75	14182	0.00	1.00e+00	Fisher-Exact		
Alzheimers_disease_cognitive_decline	1	44	75	14182	4.42	2.08e-01	Fisher-Exact		
Alzheimers_disease_late_onset	0	35	75	14182	0.00	1.00e+00	Fisher-Exact		
Amyotrophic_lateral_sclerosis	0	54	75	14182	0.00	1.00e+00	Fisher-Exact		
Ankylosing_spondylitis	0	33	75	14182	0.00	1.00e+00	Fisher-Exact		
Anorexia_nervosa	0	24	75	14182	0.00	1.00e+00	Fisher-Exact		
Antineutrophil_cytoplasmic_antibody-associated_vasculitis	1	26	75	14182	7.61	1.29e-01	Fisher-Exact		
Asthma	0	128	75	14182	0.00	1.00e+00	Fisher-Exact		
Atopic_dermatitis	0	51	75	14182	0.00	1.00e+00	Fisher-Exact		
Atrial_fibrillation	0	20	75	14182	0.00	1.00e+00	Fisher-Exact		
Attention_deficit_hyperactivity_disorder	0	75	75	14182	0.00	1.00e+00	Fisher-Exact		
Attention_deficit_hyperactivity_disorder_and_conduct_disorder	0	26	75	14182	0.00	1.00e+00	Fisher-Exact		
Attention_deficit_hyperactivity_disorder_combined_symptoms	0	21	75	14182	0.00	1.00e+00	Fisher-Exact		
Attention_deficit_hyperactivity_disorder_hyperactivity-impulsivity_symptoms	0	25	75	14182	0.00	1.00e+00	Fisher-Exact		
Attention_deficit_hyperactivity_disorder_inattention_symptoms	0	22	75	14182	0.00	1.00e+00	Fisher-Exact		
Autism_spectrum_disorder_attention_deficit-hyperactivity_disorder_bipolar_disorder_major_depressive_disorder_and_schizophrenia_combined	1	106	75	14182	1.80	4.31e-01	Fisher-Exact		
Behcets_disease	0	30	75	14182	0.00	1.00e+00	Fisher-Exact		
Beta-2_microglubulin_plasma_levels	0	38	75	14182	0.00	1.00e+00	Fisher-Exact		
Bilirubin_levels	0	45	75	14182	0.00	1.00e+00	Fisher-Exact		
Biochemical_measures	0	16	75	14182	0.00	1.00e+00	Fisher-Exact		
Bipolar_disorder	0	125	75	14182	0.00	1.00e+00	Fisher-Exact		
Bipolar_disorder_and_schizophrenia	0	133	75	14182	0.00	1.00e+00	Fisher-Exact		
Bipolar_disorder_mood-incongruent	0	16	75	14182	0.00	1.00e+00	Fisher-Exact		
Blood_pressure	0	57	75	14182	0.00	1.00e+00	Fisher-Exact		
Body_mass_index	0	124	75	14182	0.00	1.00e+00	Fisher-Exact		
Bone_mineral_density	2	98	75	14182	4.00	9.49e-02	Fisher-Exact		
Bone_mineral_density_hip	1	26	75	14182	7.61	1.29e-01	Fisher-Exact		
Bone_mineral_density_spine	0	33	75	14182	0.00	1.00e+00	Fisher-Exact		
Brain_structure	0	21	75	14182	0.00	1.00e+00	Fisher-Exact		
Breast_cancer	0	140	75	14182	0.00	1.00e+00	Fisher-Exact		
Breast_size	0	31	75	14182	0.00	1.00e+00	Fisher-Exact		
Bulimia_nervosa	0	23	75	14182	0.00	1.00e+00	Fisher-Exact		
Capecitabine_sensitivity	0	24	75	14182	0.00	1.00e+00	Fisher-Exact		
Cardiac_hypertrophy	0	26	75	14182	0.00	1.00e+00	Fisher-Exact		
Cardiac_Troponin-T_levels	0	17	75	14182	0.00	1.00e+00	Fisher-Exact		
Cardiovascular_disease_risk_factors	0	34	75	14182	0.00	1.00e+00	Fisher-Exact		
Celiac_disease	0	49	75	14182	0.00	1.00e+00	Fisher-Exact		
Celiac_disease_and_Rheumatoid_arthritis	1	15	75	14182	13.60	7.65e-02	Fisher-Exact		
Cervical_cancer	0	34	75	14182	0.00	1.00e+00	Fisher-Exact		
Cholesterol_total	0	71	75	14182	0.00	1.00e+00	Fisher-Exact		
Chronic_hepatitis_B_infection	0	45	75	14182	0.00	1.00e+00	Fisher-Exact		
Chronic_kidney_disease	1	29	75	14182	6.79	1.43e-01	Fisher-Exact		
Chronic_lymphocytic_leukemia	0	57	75	14182	0.00	1.00e+00	Fisher-Exact		
Chronic_obstructive_pulmonary_disease	0	20	75	14182	0.00	1.00e+00	Fisher-Exact		
Chronic_obstructive_pulmonary_disease-related_biomarkers	0	55	75	14182	0.00	1.00e+00	Fisher-Exact		
Cognitive_performance	1	124	75	14182	1.54	4.83e-01	Fisher-Exact		
Colorectal_cancer	0	47	75	14182	0.00	1.00e+00	Fisher-Exact		
Common_traits_Other	0	22	75	14182	0.00	1.00e+00	Fisher-Exact		
Complement_C3_and_C4_levels	0	58	75	14182	0.00	1.00e+00	Fisher-Exact		
Conduct_disorder_interaction	0	15	75	14182	0.00	1.00e+00	Fisher-Exact		
Corneal_astigmatism	0	30	75	14182	0.00	1.00e+00	Fisher-Exact		
Corneal_structure	0	31	75	14182	0.00	1.00e+00	Fisher-Exact		
Coronary_heart_disease	1	157	75	14182	1.21	5.67e-01	Fisher-Exact		
C-reactive_protein	0	46	75	14182	0.00	1.00e+00	Fisher-Exact		
Crohns_disease	2	232	75	14182	1.65	3.48e-01	Fisher-Exact		
D-dimer_levels	0	15	75	14182	0.00	1.00e+00	Fisher-Exact		
Dental_caries	0	65	75	14182	0.00	1.00e+00	Fisher-Exact		
Diabetic_retinopathy	0	28	75	14182	0.00	1.00e+00	Fisher-Exact		
Dialysis-related_mortality	0	26	75	14182	0.00	1.00e+00	Fisher-Exact		
Diastolic_blood_pressure	0	36	75	14182	0.00	1.00e+00	Fisher-Exact		
Disc_degeneration_lumbar	1	112	75	14182	1.70	4.49e-01	Fisher-Exact		
DNA_methylation_variation	0	19	75	14182	0.00	1.00e+00	Fisher-Exact		
Eating_disorders	0	15	75	14182	0.00	1.00e+00	Fisher-Exact		
Economic_and_political_preferences	0	17	75	14182	0.00	1.00e+00	Fisher-Exact		
Economic_and_political_preferences_environmentalism	0	21	75	14182	0.00	1.00e+00	Fisher-Exact		
Economic_and_political_preferences_immigration-crime	0	15	75	14182	0.00	1.00e+00	Fisher-Exact		
Electrocardiographic_traits	0	19	75	14182	0.00	1.00e+00	Fisher-Exact		
Endometriosis	0	27	75	14182	0.00	1.00e+00	Fisher-Exact		
End-stage_coagulation	0	23	75	14182	0.00	1.00e+00	Fisher-Exact		
Erectile_dysfunction_and_prostate_cancer_treatment	0	23	75	14182	0.00	1.00e+00	Fisher-Exact		
Estradiol_plasma_levels_breast_cancer	0	18	75	14182	0.00	1.00e+00	Fisher-Exact		
Fasting_glucose-related_traits	0	17	75	14182	0.00	1.00e+00	Fisher-Exact		
Fasting_glucose-related_traits_interaction_with_BMI	0	31	75	14182	0.00	1.00e+00	Fisher-Exact		
Fasting_insulin-related_traits_interaction_with_BMI	0	20	75	14182	0.00	1.00e+00	Fisher-Exact		
F-cell_distribution	0	30	75	14182	0.00	1.00e+00	Fisher-Exact		
Follicular_lymphoma	0	22	75	14182	0.00	1.00e+00	Fisher-Exact		
Glycated_hemoglobin_levels	0	17	75	14182	0.00	1.00e+00	Fisher-Exact		
Graves_disease	0	79	75	14182	0.00	1.00e+00	Fisher-Exact		
Hair_morphology	0	15	75	14182	0.00	1.00e+00	Fisher-Exact		
HDL_cholesterol	0	106	75	14182	0.00	1.00e+00	Fisher-Exact		
Heart_failure	0	17	75	14182	0.00	1.00e+00	Fisher-Exact		
Heart_rate	0	37	75	14182	0.00	1.00e+00	Fisher-Exact		
Height	4	514	75	14182	1.50	3.51e-01	Fisher-Exact		
Hematological_and_biochemical_traits	1	27	75	14182	7.32	1.34e-01	Fisher-Exact		
Hematological_parameters	0	19	75	14182	0.00	1.00e+00	Fisher-Exact		
Hematology_traits	0	30	75	14182	0.00	1.00e+00	Fisher-Exact		
Hemostatic_factors_and_hematological_phenotypes	0	29	75	14182	0.00	1.00e+00	Fisher-Exact		
Hepatitis_B	0	32	75	14182	0.00	1.00e+00	Fisher-Exact		
Hepatitis_B_vaccine_response	0	20	75	14182	0.00	1.00e+00	Fisher-Exact		
Hepatitis_B_viral_clearance	0	16	75	14182	0.00	1.00e+00	Fisher-Exact		
Hepatitis_C_induced_liver_cirrhosis	0	38	75	14182	0.00	1.00e+00	Fisher-Exact		
Hepatocellular_carcinoma	0	29	75	14182	0.00	1.00e+00	Fisher-Exact		
Hip_geometry	0	16	75	14182	0.00	1.00e+00	Fisher-Exact		
Hippocampal_atrophy	0	31	75	14182	0.00	1.00e+00	Fisher-Exact		
HIV-1_control	1	138	75	14182	1.38	5.21e-01	Fisher-Exact		
HIV-1_susceptibility	0	15	75	14182	0.00	1.00e+00	Fisher-Exact		
Hodgkins_lymphoma	0	29	75	14182	0.00	1.00e+00	Fisher-Exact		
Hypertension	0	47	75	14182	0.00	1.00e+00	Fisher-Exact		
Hypothyroidism	0	33	75	14182	0.00	1.00e+00	Fisher-Exact		
IgA_nephropathy	0	26	75	14182	0.00	1.00e+00	Fisher-Exact		
IgE_grass_sensitization	0	15	75	14182	0.00	1.00e+00	Fisher-Exact		
IgE_levels	0	41	75	14182	0.00	1.00e+00	Fisher-Exact		
IgG_glycosylation	2	473	75	14182	0.79	1.00e+00	Fisher-Exact		
Immune_reponse_to_smallpox_secreted_IFN-alpha	0	39	75	14182	0.00	1.00e+00	Fisher-Exact		
Immune_reponse_to_smallpox_secreted_IL-2	0	17	75	14182	0.00	1.00e+00	Fisher-Exact		
Immune_response_to_smallpox_vaccine_IL-6	0	46	75	14182	0.00	1.00e+00	Fisher-Exact		
Immunoglobulin_A	0	23	75	14182	0.00	1.00e+00	Fisher-Exact		
Inattentive_symptoms	0	15	75	14182	0.00	1.00e+00	Fisher-Exact		
Inflammatory_biomarkers	0	26	75	14182	0.00	1.00e+00	Fisher-Exact		
Inflammatory_bowel_disease	2	128	75	14182	3.04	1.47e-01	Fisher-Exact		
Information_processing_speed	1	25	75	14182	7.93	1.24e-01	Fisher-Exact		
Intelligence	0	55	75	14182	0.00	1.00e+00	Fisher-Exact		
Interstitial_lung_disease	0	24	75	14182	0.00	1.00e+00	Fisher-Exact		
Iron_status_biomarkers	1	30	75	14182	6.56	1.47e-01	Fisher-Exact		
Kawasaki_disease	0	25	75	14182	0.00	1.00e+00	Fisher-Exact		
LDL_cholesterol	1	93	75	14182	2.06	3.90e-01	Fisher-Exact		
Lipid_metabolism_phenotypes	2	47	75	14182	8.56	2.56e-02	Fisher-Exact		
Lipoprotein-associated_phospholipase_A2_activity_and_mass	0	19	75	14182	0.00	1.00e+00	Fisher-Exact		
Liver_enzyme_levels_gamma-glutamyl_transferase	0	26	75	14182	0.00	1.00e+00	Fisher-Exact		
Longevity	0	43	75	14182	0.00	1.00e+00	Fisher-Exact		
Lung_adenocarcinoma	1	29	75	14182	6.79	1.43e-01	Fisher-Exact		
Lung_cancer	1	43	75	14182	4.53	2.04e-01	Fisher-Exact		
Lymphoma	0	47	75	14182	0.00	1.00e+00	Fisher-Exact		
Major_depressive_disorder	0	75	75	14182	0.00	1.00e+00	Fisher-Exact		
Mean_corpuscular_hemoglobin	1	30	75	14182	6.56	1.47e-01	Fisher-Exact		
Mean_corpuscular_volume	0	38	75	14182	0.00	1.00e+00	Fisher-Exact		
Mean_platelet_volume	0	51	75	14182	0.00	1.00e+00	Fisher-Exact		
Melanoma	0	18	75	14182	0.00	1.00e+00	Fisher-Exact		
Menarche_age_at_onset	0	65	75	14182	0.00	1.00e+00	Fisher-Exact		
Menopause_age_at_onset	1	46	75	14182	4.22	2.17e-01	Fisher-Exact		
Metabolic_syndrome	0	51	75	14182	0.00	1.00e+00	Fisher-Exact		
Metabolic_syndrome_bivariate_traits	0	15	75	14182	0.00	1.00e+00	Fisher-Exact		
Metabolic_traits	0	48	75	14182	0.00	1.00e+00	Fisher-Exact		
Metabolite_levels	0	98	75	14182	0.00	1.00e+00	Fisher-Exact		
Metabolite_levels_HVA-MHPG_ratio	1	25	75	14182	7.93	1.24e-01	Fisher-Exact		
Metabolite_levels_MHPG	0	20	75	14182	0.00	1.00e+00	Fisher-Exact		
Methotrexate_phramacokinetics_acute_lymphoblastic_leukemia	0	21	75	14182	0.00	1.00e+00	Fisher-Exact		
Migraine	1	70	75	14182	2.75	3.11e-01	Fisher-Exact		
Migraine_clinic-based	0	37	75	14182	0.00	1.00e+00	Fisher-Exact		
Migraine_with_aura	0	23	75	14182	0.00	1.00e+00	Fisher-Exact		
Migraine_without_aura	1	43	75	14182	4.53	2.04e-01	Fisher-Exact		
Multiple_myeloma_IgH_translocation	0	22	75	14182	0.00	1.00e+00	Fisher-Exact		
Multiple_sclerosis	1	211	75	14182	0.89	1.00e+00	Fisher-Exact		
Multiple_sclerosis_OCB_status	0	42	75	14182	0.00	1.00e+00	Fisher-Exact		
Myopia_pathological	0	77	75	14182	0.00	1.00e+00	Fisher-Exact		
Nasopharyngeal_carcinoma	0	47	75	14182	0.00	1.00e+00	Fisher-Exact		
Nephropathy	0	30	75	14182	0.00	1.00e+00	Fisher-Exact		
Neutrophil_count	0	22	75	14182	0.00	1.00e+00	Fisher-Exact		
Nodular_sclerosis_Hodgkin_lymphoma	0	36	75	14182	0.00	1.00e+00	Fisher-Exact		
Non-alcoholic_fatty_liver_disease_histology_other	0	19	75	14182	0.00	1.00e+00	Fisher-Exact		
Non-small_cell_lung_cancer	0	19	75	14182	0.00	1.00e+00	Fisher-Exact		
O2V5HT~F	0	16	75	14182	0.00	1.00e+00	Fisher-Exact		
Obesity	0	77	75	14182	0.00	1.00e+00	Fisher-Exact		
Obesity_early_onset_extreme	0	19	75	14182	0.00	1.00e+00	Fisher-Exact		
Obesity_extreme	0	19	75	14182	0.00	1.00e+00	Fisher-Exact		
Obesity-related_traits	6	847	75	14182	1.37	4.57e-01	Fisher-Exact		
Orofacial_clefts	0	45	75	14182	0.00	1.00e+00	Fisher-Exact		
Pancreatic_cancer	0	39	75	14182	0.00	1.00e+00	Fisher-Exact		
Panic_disorder	0	17	75	14182	0.00	1.00e+00	Fisher-Exact		
Parkinsons_disease	1	87	75	14182	2.20	3.70e-01	Fisher-Exact		
Periodontal_microbiota	0	15	75	14182	0.00	1.00e+00	Fisher-Exact		
Personality_dimensions	0	20	75	14182	0.00	1.00e+00	Fisher-Exact		
Phospholipid_levels_plasma	0	71	75	14182	0.00	1.00e+00	Fisher-Exact		
Platelet_aggregation	0	19	75	14182	0.00	1.00e+00	Fisher-Exact		
Platelet_counts	0	85	75	14182	0.00	1.00e+00	Fisher-Exact		
PLF201~O	0	15	75	14182	0.00	1.00e+00	Fisher-Exact		
Post-traumatic_stress_disorder_asjusted_for_relatedness	0	15	75	14182	0.00	1.00e+00	Fisher-Exact		
Preeclampsia	0	24	75	14182	0.00	1.00e+00	Fisher-Exact		
Primary_biliary_cirrhosis	0	68	75	14182	0.00	1.00e+00	Fisher-Exact		
Primary_tooth_development_number_of_teeth	0	20	75	14182	0.00	1.00e+00	Fisher-Exact		
Primary_tooth_development_time_to_first_tooth_eruption	1	19	75	14182	10.58	9.59e-02	Fisher-Exact		
PR_interval	0	26	75	14182	0.00	1.00e+00	Fisher-Exact		
Prostate_cancer	0	114	75	14182	0.00	1.00e+00	Fisher-Exact		
Prostate_cancer_gene_x_gene_interaction	0	56	75	14182	0.00	1.00e+00	Fisher-Exact		
Protein_quantitative_trait_loci	1	54	75	14182	3.58	2.49e-01	Fisher-Exact		
Psoriasis	0	63	75	14182	0.00	1.00e+00	Fisher-Exact		
Pubertal_anthropometrics	0	34	75	14182	0.00	1.00e+00	Fisher-Exact		
Pulmonary_function	0	85	75	14182	0.00	1.00e+00	Fisher-Exact		
Pulmonary_function_decline	1	39	75	14182	5.00	1.87e-01	Fisher-Exact		
Pulmonary_function_interaction	0	74	75	14182	0.00	1.00e+00	Fisher-Exact		
QT_interval	0	76	75	14182	0.00	1.00e+00	Fisher-Exact		
QT_interval_interaction	0	17	75	14182	0.00	1.00e+00	Fisher-Exact		
Quantitative_traits	0	28	75	14182	0.00	1.00e+00	Fisher-Exact		
Red_blood_cell_traits	1	60	75	14182	3.22	2.73e-01	Fisher-Exact		
Refractive_error	0	29	75	14182	0.00	1.00e+00	Fisher-Exact		
Renal_function-related_traits_BUN	0	15	75	14182	0.00	1.00e+00	Fisher-Exact		
Renal_function-related_traits_eGRFcrea	0	15	75	14182	0.00	1.00e+00	Fisher-Exact		
Response_to_amphetamines	0	91	75	14182	0.00	1.00e+00	Fisher-Exact		
Response_to_angiotensin_II_receptor_blocker_therapy	0	25	75	14182	0.00	1.00e+00	Fisher-Exact		
Response_to_antidepressant_treatment	0	22	75	14182	0.00	1.00e+00	Fisher-Exact		
Response_to_antipsychotic_therapy_extrapyramidal_side_effects	0	18	75	14182	0.00	1.00e+00	Fisher-Exact		
Response_to_antipsychotic_treatment	0	61	75	14182	0.00	1.00e+00	Fisher-Exact		
Response_to_citalopram_treatment	0	18	75	14182	0.00	1.00e+00	Fisher-Exact		
Response_to_hepatitis_C_treatment	1	15	75	14182	13.60	7.65e-02	Fisher-Exact		
Response_to_statin_therapy	0	39	75	14182	0.00	1.00e+00	Fisher-Exact		
Response_to_taxane_treatment_docetaxel	0	16	75	14182	0.00	1.00e+00	Fisher-Exact		
Response_to_tocilizumab_in_rheumatoid_arthritis	0	28	75	14182	0.00	1.00e+00	Fisher-Exact		
