alzheimers_disease	blood_pressure	bmi	bone_mineral_density	breast_cancer	celiac_disease	cholesterol	chronic_kidney_disease	colorectal_cancer	c-reactive_protein	fasting_plasma_glucose	height	hematological_parameters	hypertension	inflammatory_bowel_disease	mean_corpuscular_volume	mean_platelet_volume	menarche_age_at_onset	menopause_age_at_onset	metabolic_syndrome	metabolic_traits	metabolite_levels	multiple_sclerosis	myocardial_infarction	parkinsons_disease	phospholipid_levels_plasma	platelet_counts	primary_biliary_cirrhosis	prostate_cancer	psoriasis	pulmonary_function	qt_interval	rheumatoid_arthritis	triglycerides	type_1_diabetes	type_2_diabetes	ventricular_conduction	vitiligo
snp137Flagged	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0235148514851	-1.0	-1.0
pubsMarkerGene	-0.526514310005	-1.0	-0.247099636895	-0.164441249752	1.0	-0.33248287207	0.949519005018	0.39160453743	-0.793726105111	-0.200922150322	0.780545003095	-0.491228653158	-0.762659736598	-0.526514310005	-0.0375702922821	-0.73998964515	-1.0	-0.0138174896036	0.0638518308136	1.0	0.0472455390869	-1.0	0.0472455390869	0.0379461303761	-0.73998964515	-1.0	0.238481155863	-1.0	-0.693911483716	0.400145664283	0.045026031614	0.780229467515	0.759189408525	-0.5173376028	1.0	0.246394371859	0.817766362659	0.19003082006
uniGene_3	-0.526412078063	1.0	-0.0469469809548	-0.815652229622	-0.775915873521	0.21561789734	-0.902043710476	0.828601886225	-0.179271810195	-1.0	0.582297290808	-0.802538635219	-0.357084788291	-0.526412078063	-0.0303169150413	-0.744141294624	-0.599683157054	-0.23213552013	0.0580590687994	0.162897494206	0.687079021293	-1.0	0.687079021293	0.0875572948352	-0.744141294624	0.806619562481	0.223868035016	0.79172345106	-0.959659455041	0.0339993109143	0.370141403979	-0.554254885123	-0.526412078063	0.515020968346	-1.0	0.636115204818	1.0	0.426345709092
affyExonProbeAmbiguous	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
refGene	-0.749639254782	-1.0	-0.579294555442	-0.165345837263	1.0	-0.21345987365	-0.711868991502	0.665709858079	-0.591198528388	-0.749639254782	1.0	-0.44289203983	-1.0	-0.749639254782	-0.0112155480584	-1.0	0.602648464608	-0.00354516727236	0.112432741636	0.405544599883	0.0671539773295	1.0	0.31321993841	0.0110324314978	-0.503189111515	0.330879761067	0.31321993841	1.0	-0.0979455515866	0.0840116846229	0.0416748824487	1.0	1.0	-0.578062607589	1.0	0.0970277254767	0.814958361404	0.112432741636
lincRNAsCTOvary	-1.0	-0.618634113595	-0.395089804302	-0.618111757014	0.485789169872	0.203819546977	-1.0	-1.0	-1.0	0.399893101491	-1.0	-0.807674344354	-1.0	-1.0	1.0	0.368266914481	-1.0	0.0113567429277	0.536262853054	-1.0	-1.0	0.458582247643	0.372578531323	-0.62586539339	0.368266914481	0.203819546977	-0.634033467513	-1.0	0.00831108921741	0.458582247643	-0.618634113595	-1.0	0.399893101491	-1.0	0.297935562577	1.0	1.0	-1.0
xenoEst	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	-0.411114756347	1.0	1.0	-0.265990835702	1.0	1.0	1.0	-0.0723457768907	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	-0.0582013393921	1.0	1.0	1.0	1.0	1.0	1.0
genomicSuperDups	0.021081717834	-1.0	-1.0	-1.0	0.267794307738	-1.0	0.00306263140865	0.41169923281	-1.0	-1.0	-1.0	-0.495572581015	-1.0	0.212828597846	-0.388288383466	-1.0	0.302396110251	-1.0	-1.0	-1.0	0.121795623512	0.249889664041	-1.0	0.439815167759	-1.0	0.335444924585	0.46665489377	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.302396110251
lincRNAsCTWhiteBloodCell	-1.0	-0.618634113595	-0.395089804302	-0.618111757014	0.485789169872	0.203819546977	-1.0	-1.0	-1.0	0.399893101491	-1.0	-0.807674344354	-1.0	-1.0	1.0	0.368266914481	-1.0	0.0113567429277	0.536262853054	-1.0	-1.0	0.458582247643	0.372578531323	-0.62586539339	0.368266914481	0.203819546977	-0.634033467513	-1.0	0.00831108921741	0.458582247643	-0.618634113595	-1.0	0.399893101491	-1.0	0.297935562577	1.0	1.0	-1.0
hiSeqDepthTopPt1Pct	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
xenoMrna	-0.0335384998875	-0.668314888514	1.0	1.0	-0.0125580491178	1.0	-0.382957679893	1.0	0.615894854533	-0.545952778727	-1.0	0.686335894824	-0.580660649025	1.0	-0.444015040575	1.0	1.0	-0.267257261928	1.0	1.0	0.713750894228	-0.612755630719	-0.437806756263	0.2475576312	-0.508423130356	1.0	0.25119131714	1.0	0.71417550927	-0.612755630719	-0.668314888514	-0.227615850399	1.0	-0.679011818653	-0.679011818653	1.0	1.0	0.61955760601
genscan	-0.477335358311	-1.0	-0.046712349834	-0.436941557859	-0.36611734504	0.423836383123	0.237047361908	0.809696279949	0.0143991691971	0.734500648982	-0.36611734504	-0.01111641155	-0.510018123426	-0.151875460086	0.950372460047	1.0	-0.575175856941	1.0	0.771459709792	1.0	1.0	0.526333588649	0.184821854628	0.255254049851	-0.714617962156	-1.0	0.380785926573	0.0807379511165	-0.828740453564	0.195427918063	0.808234279539	0.0247363654636	-0.151875460086	-0.22525082258	0.809696279949	1.0	-0.795904951304	1.0
snpArrayAffy250Nsp	0.327590048368	0.726236125722	-1.0	0.476382613607	-0.382492810732	-0.70897658583	-0.152886196841	-0.499375041425	-0.390730798103	-0.615765741925	-0.382492810732	0.534048300085	-0.626599414615	-1.0	0.674849859014	-1.0	0.690331049387	-0.238035070696	0.690331049387	-1.0	3.35631381254e-06	0.0407954102016	0.213059486502	0.0499074646938	-0.608636182745	-0.70897658583	0.530859396791	0.690331049387	-1.0	0.154513178377	-0.157813107505	-0.378758875508	0.327590048368	-1.0	0.310373163848	-0.714297423461	-0.714297423461	-1.0
vegaPseudoGene	-1.0	-1.0	-1.0	0.212828597846	0.150508551203	0.192528419364	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.106530828254	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0382457664921	-1.0	-1.0	0.192528419364	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.242418382231	-1.0	0.212828597846	-1.0	-1.0
lincRNAsCTBreast	-1.0	-0.618634113595	-0.395089804302	-0.618111757014	0.485789169872	0.203819546977	-1.0	-1.0	-1.0	0.399893101491	-1.0	-0.807674344354	-1.0	-1.0	1.0	0.368266914481	-1.0	0.0113567429277	0.536262853054	-1.0	-1.0	0.458582247643	0.372578531323	-0.62586539339	0.368266914481	0.203819546977	-0.634033467513	-1.0	0.00831108921741	0.458582247643	-0.618634113595	-1.0	0.399893101491	-1.0	0.297935562577	1.0	1.0	-1.0
dgvSupporting	-0.710131270912	1.0	1.0	-0.182729989343	0.321892809557	0.774825676849	0.373711094445	0.317931301487	-0.342428795365	0.465629146872	0.321892809557	-0.533431628487	-0.306559007385	-0.710131270912	-0.731091589603	-0.454749079475	-0.76486254356	0.825945469004	-0.371287952681	1.0	1.0	-1.0	1.0	-1.0	0.124020158554	0.38761012816	-0.00349617791449	-0.371287952681	1.0	-0.495671453754	0.191604946455	-1.0	-0.710131270912	0.620942684583	0.620942684583	1.0	-0.182729989343	0.541423468038
lincRNAsCTTestes_R	-1.0	-0.618634113595	-0.395089804302	-0.618111757014	0.485789169872	0.203819546977	-1.0	-1.0	-1.0	0.399893101491	-1.0	-0.807674344354	-1.0	-1.0	1.0	0.368266914481	-1.0	0.0113567429277	0.536262853054	-1.0	-1.0	0.458582247643	0.372578531323	-0.62586539339	0.368266914481	0.203819546977	-0.634033467513	-1.0	0.00831108921741	0.458582247643	-0.618634113595	-1.0	0.399893101491	-1.0	0.297935562577	1.0	1.0	-1.0
hapmapSnpsLWK	0.0699161117812	-0.140403110607	-0.455424350137	0.0343813875667	0.125737283987	0.175134029627	-0.0248405459278	-0.0886519598875	0.0143127063806	-1.0	-0.36820540718	-0.547120858985	-0.00246385008122	-0.478258561096	0.000156797342713	-0.0172364335597	-0.381995640887	-0.153360501141	1.0	1.0	0.00311872997714	-0.331905249981	0.0237101695507	0.822013703696	-0.0172364335597	-1.0	-0.824400391377	0.0805578675935	0.050043342609	1.0	-0.140403110607	1.0	0.734159608042	-0.469391661668	0.0526965586041	-0.437965315313	-0.796299382256	-0.0392253221645
switchDbTss	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
altSeqPatchesP10	-1.0	-1.0	-1.0	-1.0	0.217647691536	-1.0	0.208297673039	-1.0	-1.0	0.171758285811	-1.0	0.416030706979	-1.0	-1.0	-0.618656929416	-1.0	-1.0	-1.0	-1.0	-1.0	0.0808663413032	0.202621718902	-1.0	-1.0	-1.0	0.275148495735	0.390419127911	-1.0	0.402111855637	-1.0	-1.0	-1.0	0.171758285811	-1.0	-1.0	0.302396110251	-1.0	-1.0
affyCytoScan	0.14425908987	-1.0	0.836857923108	0.609094733809	-1.0	-0.266316899811	-0.0855249172461	-0.809383400109	-0.128409374921	-1.0	-0.530962831214	0.907988824093	-0.041968420818	-1.0	0.108323335376	-0.457250344609	-0.770283154278	-0.289384972751	-1.0	-1.0	3.88562478377e-11	0.322612495415	0.656227073344	0.0189800126914	-0.457250344609	0.786575052528	-1.0	-0.770283154278	-0.383190807267	0.0965774200907	-0.618176369467	-0.0432417535028	-0.302626579891	-0.467445546522	0.628084430206	0.187128544449	-0.793956337525	-0.770283154278
gad	0.102377111387	-1.0	-0.567262522275	-0.71510201341	-1.0	1.0	0.812621807066	-1.0	-1.0	-1.0	0.188938132592	0.931960907472	0.377598928896	-0.616572956753	-1.0	-1.0	-0.238947065102	-0.563861361668	-1.0	0.1079744192	0.110200748514	-0.378651486488	-1.0	-1.0	-0.608904415887	-0.245217763616	-0.348814017602	0.693173234165	-0.759968998702	0.0422288274475	-1.0	0.158174624603	0.332433337336	-0.500061358323	0.314666838234	0.0614905905078	-1.0	0.0884404620716
lincRNAsCTLung	-1.0	-0.618634113595	-0.395089804302	-0.618111757014	0.485789169872	0.203819546977	-1.0	-1.0	-1.0	0.399893101491	-1.0	-0.807674344354	-1.0	-1.0	1.0	0.368266914481	-1.0	0.0113567429277	0.536262853054	-1.0	-1.0	0.458582247643	0.372578531323	-0.62586539339	0.368266914481	0.203819546977	-0.634033467513	-1.0	0.00831108921741	0.458582247643	-0.618634113595	-1.0	0.399893101491	-1.0	0.297935562577	1.0	1.0	-1.0
ensGene_exon	-0.619275186115	-1.0	-1.0	0.494026658461	0.664669166367	-1.0	0.81617550024	0.741949078408	-1.0	-1.0	-1.0	-0.194427954483	-1.0	-0.619275186115	-1.0	-0.610001120135	-0.238141801735	-0.0390917086803	0.411281584853	-1.0	0.543830218825	0.0467102846306	0.230796285673	0.197727035161	-0.610001120135	0.0445701881917	0.543830218825	-1.0	-0.236429288744	0.0467102846306	-0.498065933901	0.64750961562	-1.0	-0.502943883302	0.741949078408	0.0688229797652	0.494026658461	0.411281584853
affyGnf1h	0.139700771957	-1.0	0.376714937209	-1.0	0.177977853594	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-0.379430841524	-1.0	0.139700771957	0.606441863827	-1.0	-1.0	0.357046388518	0.202621718902	-1.0	-1.0	-1.0	-1.0	0.0465547025779	-1.0	-1.0	-1.0	0.202621718902	0.336810385101	-1.0	-1.0	0.165395881965	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
eioJcviNASNeg	-1.0	0.363791544351	0.489252074793	-1.0	-1.0	-1.0	1.0	0.37753429371	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.121282776272	-1.0	-1.0	-1.0	0.0243092995894	0.429760764754	0.404185886113	-1.0	-1.0	-1.0	-1.0	0.442157269868	-1.0	-1.0	-1.0	0.192528419364	0.37753429371	0.37753429371	-1.0	-1.0	-1.0
exoniphy	-1.0	1.0	-0.392074602524	-1.0	0.458839883312	0.552931970407	-1.0	-1.0	0.484025951636	0.375891586472	-1.0	-0.609092049465	0.404828943991	-1.0	0.750310567819	-1.0	-1.0	-0.638151474552	0.147408121595	-1.0	-1.0	0.432459218863	0.336410805759	0.30168661986	-1.0	0.552931970407	-1.0	-1.0	-0.629738120171	0.100895920408	1.0	-1.0	0.375891586472	-1.0	0.266748543076	0.0516225387552	0.593803327597	-1.0
affyExonProbeFull	-1.0	0.328685346026	-1.0	-1.0	-1.0	-1.0	0.588182656073	0.341480415669	-1.0	-1.0	-1.0	-0.238132032048	-1.0	-1.0	0.30765046963	0.155911824443	-1.0	0.424872002174	-1.0	-1.0	-1.0	-1.0	0.390419127911	0.366390623119	-1.0	-1.0	-1.0	-1.0	0.086408207048	0.202621718902	0.328685346026	-1.0	0.171758285811	-1.0	-1.0	-1.0	-1.0	-1.0
cytoBandIdeo	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
hgIkmc	-0.20938075816	-0.26874516692	-0.563593721903	-0.102303278646	-0.782829080088	-0.807741955318	-0.914348125832	0.287092697503	-0.593794769926	-0.533727585919	0.581433287531	-0.35163153218	-0.766107402959	-0.533727585919	-0.00983135060356	-0.32564660263	0.607658196575	-0.0238386143733	0.0353341254907	0.375178717436	0.169460566356	-1.0	0.327930157397	0.0643450135752	-0.744827630924	1.0	0.0760398970598	0.607658196575	-0.327134341184	0.388124702531	0.0268018548121	0.774617924056	0.754089206272	-0.968394736437	0.832108720931	0.359987158002	0.359987158002	0.0353341254907
hapmapSnpsCHB	1.0	1.0	-0.233814560823	1.0	1.0	1.0	-0.151318982613	1.0	1.0	1.0	1.0	-1.0	-0.283792740768	1.0	0.247801225922	1.0	1.0	1.0	1.0	1.0	1.0	-0.00425644770689	1.0	1.0	-1.74457149058e-06	1.0	1.0	1.0	1.0	-0.305359835149	1.0	1.0	1.0	-0.489456531935	1.0	-0.439815167759	-0.439815167759	-0.00829838647007
affyExonProbeCore	-1.0	0.52769225723	-0.620309007789	-1.0	0.369970079201	-1.0	-0.397925784837	-1.0	-1.0	0.29861387463	-1.0	-0.563011072914	0.323223914117	-1.0	-1.0	-1.0	-1.0	-0.618823713114	0.0920674273814	-1.0	0.22634005435	0.0616843476773	0.606127269746	0.200347424385	-1.0	-1.0	-1.0	-1.0	1.0	0.347000238339	-1.0	-1.0	0.29861387463	-1.0	0.174811758185	0.492273259687	0.492273259687	0.413594982609
darned	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
cosmic	-1.0	-1.0	-1.0	-1.0	0.217647691536	0.275148495735	-1.0	-1.0	0.232409055846	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.155911824443	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.366390623119	-1.0	-1.0	-1.0	-1.0	-1.0	0.202621718902	-1.0	0.202621718902	-1.0	-1.0	0.0599888835074	-1.0	0.0458579056334	-1.0
stsMap	-1.0	-1.0	0.0994081626719	0.304143553238	0.1718809299	-0.616859994103	-0.510771260689	-1.0	-1.0	-1.0	-1.0	-0.500472509413	0.130352366081	-1.0	0.771981556316	0.418491729015	-1.0	-0.405218917167	0.596289296702	0.259486051073	0.659222811207	0.150817477788	-1.0	-1.0	-1.0	1.0	0.659222811207	-1.0	0.666932702356	0.150817477788	-1.0	-1.0	-1.0	0.00669428609654	-1.0	-0.620171267141	-1.0	0.596289296702
ucscRetroAli5	-1.0	-1.0	-1.0	0.0689821325154	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.206876003677	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0935737955614	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
pubsBlat	0.492943125571	-0.63679639503	-0.0144336002989	-1.0	-0.764965767411	-0.420736608643	0.971754974483	-1.0	-1.0	0.492943125571	1.0	-0.626485319018	0.31675336945	-0.731608086567	0.418396812975	-1.0	-0.0813236820417	-0.0630786170182	0.396301694477	0.635618657952	0.0111651877282	-1.0	0.219778161886	0.25446863115	-0.294570744219	-0.0306739059665	1.0	-1.0	-0.830972012906	0.0490916330378	-1.0	0.756079205815	1.0	0.242513077716	0.242513077716	-1.0	-0.21387431469	0.396301694477
geneReviews	-1.0	-1.0	-1.0	1.0	0.485789169872	-1.0	-1.0	-0.620272461627	0.511661412897	0.399893101491	-1.0	-0.807674344354	0.0990876385792	-1.0	-0.761103959817	-1.0	-1.0	-0.392026153568	0.536262853054	-1.0	0.372578531323	-1.0	0.132781912254	-0.62586539339	-1.0	-1.0	-1.0	-1.0	0.390830059158	-1.0	-0.618634113595	0.115279049318	-1.0	0.0900499650316	-1.0	0.0116537006234	0.24124835933	0.0338069494631
uMassBrainHistonePeaksNeuron	-1.0	-1.0	-1.0	0.212828597846	-1.0	-1.0	0.44542014707	-1.0	-1.0	0.11771317083	0.150508551203	0.115570600831	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.139700771957	-1.0	0.261584763737	-1.0	-1.0	0.280313627781	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
uMassBrainHistonePeaksInfant	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0151827450403	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
snpArrayAffy250Sty	-0.373775407809	-1.0	-0.416834275599	0.732949931139	0.400380779161	-0.149115930629	-1.0	-0.755738727123	0.418998402797	-1.0	-1.0	0.752145901733	0.650320165705	0.632352427184	0.180977052604	0.347905990976	0.440835232661	-0.785983744525	-0.242980942238	0.516398594655	-0.237732590548	-1.0	-0.237732590548	1.05613815476e-05	-0.617401780589	-0.715905869146	0.0707339821513	-0.706845655958	-0.159258282428	-1.0	-0.340714967151	-1.0	-1.0	0.522891532419	0.102779693058	0.1615435777	-1.0	-0.706845655958
lincRNAsCTAdrenal	-1.0	-0.618634113595	-0.395089804302	-0.618111757014	0.485789169872	0.203819546977	-1.0	-1.0	-1.0	0.399893101491	-1.0	-0.807674344354	-1.0	-1.0	1.0	0.368266914481	-1.0	0.0113567429277	0.536262853054	-1.0	-1.0	0.458582247643	0.372578531323	-0.62586539339	0.368266914481	0.203819546977	-0.634033467513	-1.0	0.00831108921741	0.458582247643	-0.618634113595	-1.0	0.399893101491	-1.0	0.297935562577	1.0	1.0	-1.0
decodeHotSpotFemale	-1.0	-1.0	-1.0	-1.0	-1.0	0.259289453814	0.186995711374	-1.0	-1.0	-1.0	0.20462518192	0.399944663571	-1.0	-1.0	0.279080004659	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.36978227547	0.0619097635305	-1.0	-1.0	0.36978227547	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.285293563276	-1.0
snpArrayAffy6SV	-1.0	-1.0	-1.0	-1.0	-1.0	0.101103557967	-1.0	-1.0	-1.0	-1.0	-1.0	0.118137023186	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.151215230811	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.112438839318	-1.0	-1.0
snp137Common	1.0	1.0	1.0	1.0	1.0	1.0	-0.0569306930693	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
decodeHotSpotMale	-1.0	-1.0	0.376714937209	-1.0	-1.0	0.226586639919	0.507551688032	-1.0	-1.0	-1.0	-1.0	-0.379430841524	-1.0	-1.0	0.221961730795	-1.0	-1.0	-1.0	0.202621718902	-1.0	-1.0	0.165395881965	-1.0	0.305359835149	-1.0	-1.0	0.32647496253	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.283639486221	-1.0	0.249889664041	0.202621718902
hapmapSnpsCHD	0.0398607826013	-0.08477676449	-0.549544865153	0.0196098477879	0.766009363261	0.0314698325008	-0.0172789495493	-0.0975845057259	0.0784862165784	0.732024493742	-0.53847364064	-0.922077116637	-0.0174775512997	-0.16504946944	0.0117217694921	-0.021043055355	-0.0460109270549	-0.389696697688	1.0	1.0	0.379464605864	-0.345366520131	0.0141577353656	0.494965745751	-0.021043055355	-1.0	-0.828538061736	0.253138541496	0.00906160860572	1.0	-0.220920215034	0.524750906272	-1.0	-0.236107394499	0.151448843506	-0.449971528294	-0.801072617448	-0.391001852348
snpArrayIllumina1M	0.338726192628	-0.0211074842924	-0.979760101022	0.227725564014	0.00291824860389	0.000504915791739	-0.266017633143	-0.285048405914	0.00316557126787	0.338726192628	-0.248384363778	-0.213466562192	-0.0227670027192	-0.51143456691	0.0164118662122	-0.00196658521867	-0.188663481469	-0.0228945643385	1.0	-1.0	-0.706651363347	-0.374836769513	0.0641834822669	-0.47892523731	-0.0829320378046	0.315144883083	-0.706651363347	0.00167918688052	0.0446131631847	0.227509678989	-0.360347260988	0.227509678989	-1.0	-0.502052978603	-0.662513051161	-0.156677092602	1.0	0.590510722097
affyExonProbesetAmbiguous	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
vistaEnhancers	-1.0	-1.0	0.0753064153999	-1.0	-1.0	-1.0	-1.0	0.0537469174427	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
encodeRegions	-1.0	-1.0	-1.0	-1.0	0.0223100472967	-1.0	0.588182656073	-1.0	-1.0	-1.0	-1.0	0.707594626334	0.187326739085	-1.0	0.30765046963	0.155911824443	-1.0	-1.0	-1.0	-1.0	0.390419127911	-1.0	-1.0	-1.0	-1.0	0.275148495735	0.390419127911	-1.0	-1.0	0.202621718902	-1.0	-1.0	-1.0	0.341480415669	0.341480415669	-1.0	-1.0	-1.0
lincRNAsTranscripts_exon	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.337600345981	0.176315986257	-1.0	0.0837826733434	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.123366391311	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.212436910808	0.0997961571833	-1.0	-1.0	-1.0	-1.0	-1.0	0.153969148067	-1.0	-1.0
agilentCgh1x244k	-1.0	0.23266829706	-1.0	-1.0	0.150508551203	-1.0	0.44542014707	-1.0	0.161193978232	-1.0	-1.0	-0.62129888707	-1.0	-1.0	0.539800377354	-1.0	-1.0	-1.0	-1.0	-1.0	0.280313627781	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.139700771957	-1.0	0.139700771957	-1.0	-1.0	-1.0	0.212828597846	0.212828597846	-1.0
bacEndPairs	1.0	1.0	1.0	1.0	1.0	1.0	-0.337600345981	1.0	1.0	1.0	1.0	-0.21084791673	1.0	1.0	-0.0894089083323	1.0	1.0	-0.226500260367	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	-0.212436910808	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
orfeomeMrna	0.469865451021	-0.31503398947	-0.413321616346	-0.0340657549741	-0.530886625819	-1.0	-0.496468895021	0.142313469998	-0.375076977302	0.730798227295	-1.0	-0.320563640351	1.0	0.730798227295	-0.292716230654	0.256718391815	1.0	-0.290757586805	0.0835764207035	-1.0	0.177751376087	0.0936429190358	0.177751376087	0.482809463004	-0.457739154797	0.784258383946	-0.823132573203	0.244500680716	0.664571105802	0.53006448595	-0.617153640732	0.53006448595	-1.0	-0.809749375667	0.328111454379	0.301658399295	0.301658399295	0.559871951269
pseudoYale60	-1.0	-1.0	-1.0	0.112438839318	-1.0	-1.0	0.254594941766	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.167412989891	-1.0	-1.0	-1.0	0.0722580358191	0.151215230811	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
geneid	-0.760570992439	1.0	-0.095063103309	-0.641930950771	-0.268334708698	-1.0	0.70904921168	0.828912720522	1.0	1.0	0.781238177148	0.922943101946	-1.0	-0.760570992439	-0.691729252861	1.0	-1.0	-0.354545834797	0.0159875414448	1.0	-0.932030250394	0.562054272592	-0.752475124048	0.144842790574	0.524612689067	-0.138158740342	0.162698860647	0.796680218753	-0.894634870168	0.562054272592	0.181322973054	-0.15140095607	-0.358960700822	-0.0848980516692	0.126876153641	-0.641930950771	-0.641930950771	0.437989279895
evoCpg	-1.0	-1.0	-1.0	0.154265057646	-1.0	-1.0	0.686234828973	0.569844843349	0.413797650483	-1.0	0.390809323051	0.250301710902	-1.0	-1.0	-0.718878072817	-1.0	-1.0	-0.620409953639	0.435946353865	-1.0	1.0	-1.0	1.0	0.0551938033481	-1.0	-1.0	1.0	0.435946353865	-1.0	0.366950680351	0.181112490461	-1.0	-1.0	-1.0	-1.0	0.154265057646	-1.0	0.435946353865
