alzheimers_disease	blood_pressure	bmi	bone_mineral_density	breast_cancer	celiac_disease	cholesterol	chronic_kidney_disease	colorectal_cancer	c-reactive_protein	fasting_plasma_glucose	height	hematological_parameters	hypertension	inflammatory_bowel_disease	mean_corpuscular_volume	mean_platelet_volume	menarche_age_at_onset	menopause_age_at_onset	metabolic_syndrome	metabolic_traits	metabolite_levels	multiple_sclerosis	myocardial_infarction	parkinsons_disease	phospholipid_levels_plasma	platelet_counts	primary_biliary_cirrhosis	prostate_cancer	psoriasis	pulmonary_function	qt_interval	rheumatoid_arthritis	triglycerides	type_1_diabetes	type_2_diabetes	ventricular_conduction	vitiligo
wgEncodeHaibTfbsSknshSin3ak20V0416101PkRep1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0272277227723	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
wgEncodeHaibTfbsA549Elf1V0422111Etoh02PkRep1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.206876003677	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0439496572643	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0689821325154	-1.0	-1.0
wgEncodeUwDgfHaspHotspots	0.66544770957	0.359588370768	-0.208242508086	-0.33856442923	-0.704270111294	-1.0	0.532565792669	0.767460486964	0.0573313891144	-1.0	-1.0	0.106481020744	0.69102125558	0.66544770957	0.735887183744	0.641465645233	-1.0	-0.0691584580176	-0.4871524776	0.581912927431	-0.103403766778	1.0	0.284706931421	0.252264604284	-0.36829661303	-0.0904869604883	0.590187226096	-1.0	0.418593468928	-0.702263894963	0.0110498070271	1.0	-1.0	-0.556908446796	0.767460486964	-0.753222937334	-0.753222937334	-0.4871524776
wgEncodeHaibTfbsK562Hey1Pcr1xPkRep2	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.411541430955	-1.0	-1.0	0.106530828254	-1.0	0.308383567471	-1.0	-1.0	0.502436402579	-1.0	-1.0	-1.0	0.155911824443	-1.0	-1.0	0.126583121719	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.264668271864	-1.0	-1.0	-1.0	-1.0	-1.0	0.220968194855	-1.0	-1.0	-1.0
wgEncodeHaibTfbsSknshraUsf1sc8983V0416102PkRep2	-1.0	-1.0	-1.0	-1.0	-1.0	0.120133744162	-1.0	0.153083873049	-1.0	-1.0	-1.0	0.548573487316	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.106657999786	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.00994311919841	-1.0	-1.0	-1.0	-1.0
wgEncodeBroadHistoneHsmmtH2azStdPk	-1.0	0.388259707189	-1.0	0.351455647318	-1.0	-0.332331357734	-0.315424768404	-0.782325054999	0.280434698155	-0.224792293497	0.256437162641	0.238819230637	1.0	0.0175360996543	-1.0	-1.0	0.73269761035	-0.207252136895	-0.489028663688	0.208700894546	-0.28969580869	-0.702310803368	0.42978890343	-1.0	-0.371775877527	-0.332331357734	0.107526105638	0.73269761035	-0.203544586468	0.138096562762	0.018078412435	-1.0	-1.0	0.564900983927	1.0	0.757368774611	-0.224428518008	-0.489028663688
wgEncodeAffyRnaChipFiltTransfragsKeratinocyteNucleusLongnonpolya	-1.0	0.651440920233	-1.0	0.384168425282	0.0548827234239	-0.623341619724	-0.361605068514	-1.0	0.0123011356674	-1.0	-1.0	-0.834947561347	0.548508207909	-1.0	-0.790905150404	-1.0	-0.616235770926	-0.714418588034	0.0791401873446	0.302361258247	-0.248499714607	-1.0	0.41645491721	0.679555567576	0.477836138876	-0.623341619724	-0.248499714607	-1.0	0.425295175452	0.0443543088688	0.651440920233	-1.0	-1.0	-0.392410084769	-0.392410084769	0.0073425424283	0.384168425282	0.279071483953
wgEncodeBroadHistoneK562H4k20me1StdPk	0.750175731668	-0.824242115302	-0.065052476257	-1.0	-0.573384853413	0.805069004509	0.978752863257	0.828038664272	-0.415364797039	-1.0	-1.0	0.251890610859	0.541103320354	-1.0	0.961383178842	1.0	-0.60195149339	-0.00641298892752	0.434003209117	-1.0	0.848659915674	-0.256171284756	0.848659915674	-0.680676317273	-0.740766765717	-0.139974204154	0.30768884469	-0.294088508801	0.103720731602	0.377804253818	0.375290238285	0.573506254786	-1.0	-0.664921054382	-0.664921054382	0.358546562494	0.167753436291	0.794648386041
wgEncodeBroadHistoneNhdfadEzh239875Pk	-1.0	-0.592171120484	-0.0426466270065	0.57911323074	-0.0825327410839	0.227925418699	-0.854450433339	-0.192518796433	-1.0	0.236308342194	0.0417785613994	0.209244554514	-0.133769341311	0.458307900711	0.623977490046	1.0	-0.544078997638	-1.0	-0.212822021903	0.29681974597	-0.330375156337	0.147304337928	-0.628008053114	-1.0	0.415753314552	0.771692510649	-0.0913471320566	-1.0	0.340466613943	-1.0	0.790028021811	-1.0	-1.0	0.598388201085	0.112020983389	-1.0	0.270009725244	-0.544078997638
wgEncodeCshlLongRnaSeqHsmmCellPapJunctions	1.0	0.716341295529	-0.562167035356	1.0	-0.152236918229	-0.700465304681	0.464613463421	-0.721279191655	1.0	1.0	-0.00786727905575	0.487419524697	1.0	-0.28879895654	1.0	-1.0	1.0	-0.113506568869	1.0	1.0	1.0	-0.37097289409	-0.750712161323	0.501003867801	-0.24713837412	-0.412369699565	0.511053466629	1.0	0.759000503786	0.627563985486	1.0	1.0	0.611167897409	-0.721279191655	-0.0744617069423	0.710656070452	0.710656070452	-0.66838423449
wgEncodeRikenCageSkmcCellPapTssHmm	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0343743482155	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.063359588747	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
wgEncodeUwDnaseAg10803HotspotsRep1	-1.0	0.199817134503	-0.721893386458	-0.388288383466	1.0	-0.629766947972	0.769277127513	-1.0	0.0156715913414	-1.0	-0.614352580131	0.210349412417	0.574401852741	0.166160629604	0.79642943061	-1.0	-0.618656929416	-0.159071960362	-1.0	-1.0	-0.713958302328	0.606441863827	1.0	0.413551125632	-1.0	-0.629766947972	0.433152622173	-1.0	0.0432168242259	0.606441863827	0.0154008355901	0.606441863827	-1.0	-1.0	-1.0	-1.0	-0.388288383466	-0.618656929416
wgEncodeHaibTfbsA549Ctcfsc5916Pcr1xEtoh02PkRep2	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.00673984145878	-1.0	-1.0	-1.0	0.484359189637	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.156642243402	-1.0	-1.0	-1.0	-1.0	0.129227080741	-1.0	-1.0	-1.0	-1.0
wgEncodeSunyRipSeqK562Pabpc1Pk	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
wgEncodeHaibTfbsH1hescRad21V0416102PkRep1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0460525821538	-1.0	-1.0	-1.0	0.669302410175	-1.0	-1.0	0.250459630102	0.136458438182	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.348474524056	0.326303759717	-1.0	-1.0	0.348474524056	-1.0	0.359305510229	-1.0	-1.0	-1.0	-1.0	0.303438394893	-1.0	-1.0	-1.0	0.217647691536
wgEncodeUwTfbsSknshraCtcfStdHotspotsRep1	-1.0	-1.0	-0.621873668471	-1.0	0.075956116161	-1.0	-0.40218310158	0.0404457220103	0.403069764348	-1.0	0.380470577881	0.076079780991	0.0559841263574	0.307606004442	-1.0	0.281528827986	-1.0	-0.619382213168	0.424872002174	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.466193278898	0.23851272151	-1.0	0.252145486086	-1.0	0.54040823492	-1.0	-1.0	0.184764797902	-1.0	-1.0	-1.0	-1.0
wgEncodeSunyAlbanyGeneStH1hescElavl1RbpAssocRna	0.563968403106	0.679247941209	0.729668414924	-1.0	-1.0	-1.0	-0.571460143273	0.690873189785	-1.0	0.563968403106	0.0764453311195	-0.555316127889	0.598938355739	-1.0	0.805828233073	-1.0	-1.0	-0.721352758379	-0.622900657252	-1.0	0.0476093600424	1.0	-0.714123382926	0.428403230072	-1.0	-1.0	0.452750475888	0.108650343731	-0.262184276108	0.244675623544	0.679247941209	1.0	0.563968403106	-0.247408136361	0.408432050342	0.1851950343	0.1851950343	-0.622900657252
wgEncodeRikenCageHuvecCytosolPapTssHmm	-1.0	-1.0	-1.0	0.351407688723	0.0316327598904	0.32082987118	-0.617510474121	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.288894099482	-1.0	-1.0	0.238319838807	0.448504405862	0.422263684765	-1.0	0.0523207504839	0.448504405862	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.394846867084	0.0640779342451	-1.0	-1.0
wgEncodeUwDnaseTh2HotspotsRep2	-0.374721456372	-1.0	-0.107868035999	-0.158880978457	0.396999549291	0.0618863242106	-0.258910230589	1.0	-1.0	0.629642708774	-1.0	-0.348011320095	-1.0	0.135200666159	0.159409427905	0.33913766808	-0.706771211353	-0.0240371681519	-0.706771211353	-1.0	-1.0	0.204389489204	2.15249987772e-06	-1.0	-1.0	-0.714173150765	0.140044762465	0.124862347767	-1.0	0.665862611372	-0.341670784912	-0.38394930085	0.0323505931437	1.0	0.196349834098	-1.0	-0.495000748346	-0.706771211353
wgEncodeBroadHistoneNhlfH3k27me3StdPk	-1.0	-1.0	-0.692276154122	1.0	0.554157052796	0.426525458046	-0.569286833242	0.640930000772	0.771825361473	0.0775678703781	0.237693559017	0.9188960419	0.104411763337	-0.187128464136	0.000531079688675	1.0	0.256906383068	-0.540590329374	-0.0467118531043	-1.0	-0.0879392850647	1.0	-0.829756730112	-1.0	-0.287761881531	-0.604579528717	-0.0304882610893	-1.0	-1.0	-0.763525859792	-0.148414392565	1.0	0.508895406723	1.0	1.0	0.61758487782	0.133645315992	-0.573171829145
wgEncodeCshlShortRnaSeqHepg2CellShorttotalTapContigs	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
wgEncodeCshlShortRnaSeqHmscatCellTapContigs	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.411114756347	-1.0	-1.0	0.0295315076056	-1.0	-1.0	-1.0	-1.0	-1.0	0.122849672972	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
wgEncodeUwDnaseWi38HotspotsRep2	-0.612096401911	0.4265977319	-1.0	-0.403995425726	-1.0	-1.0	-0.790448978739	1.0	0.365608273974	1.0	0.331230999544	0.0961146048304	1.0	0.226318302989	-1.0	-1.0	-0.384971676596	-0.100150055403	-1.0	-1.0	-0.502063978774	-1.0	-1.0	0.263226978374	-1.0	-0.389281039345	0.723023088193	-0.384971676596	0.0876706044627	-1.0	0.0338422492337	0.29638620587	-0.612096401911	0.440165942377	1.0	-1.0	-0.403995425726	-1.0
wgEncodeBroadHistoneA549H2azDex100nmPk	0.247554090153	1.0	-0.512362196625	0.404453036636	-0.743038879258	1.0	-0.276791050739	0.306394154852	0.0224883244437	-1.0	0.506614111822	0.34231319692	-1.0	0.0536454296964	0.121741052623	-1.0	0.756244740129	-0.65200819282	-0.211914064615	0.0107612060979	-0.814125964234	0.484813340766	0.342243777429	-0.134129793737	-0.221886006906	0.55822669818	0.63492737269	-1.0	-0.482640190676	-1.0	-0.0607132955952	-1.0	0.0536454296964	-0.193740385402	-0.439865512439	0.404453036636	-0.0925503313466	-0.540324501777
wgEncodeHaibMethyl450Ag09309SitesRep1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
wgEncodeHaibMethylRrbsNb4UwSitesRep2	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0334158415842	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
wgEncodeHaibMethylRrbsMcf10aesTamStanfordSitesRep1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0334158415842	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
wgEncodeOpenChromSynthNhekPk	-1.0	0.387133648664	-0.252471233947	-1.0	0.574358696586	-0.618194204359	1.0	0.156484373426	0.601663987749	0.480958189744	0.574358696586	0.507301765074	0.51413003476	-1.0	0.418127019134	-1.0	-0.616212784166	-0.249396786196	1.0	-1.0	-1.0	0.545220835547	-0.400768566505	0.659345229284	-1.0	-0.618194204359	-1.0	1.0	0.0839693956589	0.172131226104	0.387133648664	-1.0	-1.0	0.156484373426	0.643833585836	0.339979175501	-1.0	1.0
wgEncodeUwDnaseAg09319HotspotsRep2	-1.0	0.172942485883	-0.716719699845	-0.635570191602	0.609763041565	-0.623341619724	0.551506005178	0.660362109241	1.0	-1.0	-1.0	0.133265572392	-1.0	0.514433355676	-0.423498271833	-1.0	-0.616235770926	-0.254352665214	-1.0	-1.0	-1.0	0.199550938238	0.699879321603	0.228097726825	-1.0	-0.623341619724	0.0986455022479	-0.616235770926	0.110028655366	0.580231596061	0.0115386774013	0.580231596061	0.514433355676	0.660362109241	-0.392410084769	-1.0	-1.0	-1.0
wgEncodeUwDgfHgfHotspots	-0.372866814867	0.517112898588	-0.295220924391	-0.497998453459	0.698799909264	0.718907787899	0.26940782341	-0.755883420658	0.426539507943	-1.0	-0.233775838637	0.260621714715	0.655918650281	0.63665883674	0.39658112043	-0.620234548691	-1.0	-0.164198675436	-0.707387756097	0.526716921409	0.773442257055	0.676915972296	-1.0	0.127752799667	-0.620234548691	-0.492220520075	0.157270039707	-0.707387756097	0.406686279181	0.224722943785	0.195069916211	-1.0	-0.372866814867	-0.755883420658	-0.755883420658	-1.0	-0.497998453459	0.450175191636
wgEncodeBroadHistoneNhekEzh239875Pk	-0.731732418893	0.474703327117	-0.0288911295912	0.0437492270868	0.550406810297	0.0598034108438	-0.885196314887	-0.246276345266	-0.568578592323	0.184218366714	0.0751866286182	0.169059545835	-1.0	-0.297855600113	-0.963200211718	0.141458596989	-1.0	-0.30638930923	-1.0	0.644211434621	-0.829749309951	0.763090044352	-0.517967850827	-0.656709601355	-0.729653949345	-0.111950249174	1.0	-0.168968469254	-0.0883399611782	-1.0	-1.0	0.527893723102	-0.731732418893	-0.8188081815	0.347403232584	0.313927701785	0.313927701785	0.409122149737
wgEncodeUwRepliSeqBg02esValleysRep1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
wgEncodeHaibTfbsA549Atf3V0422111Etoh02PkRep2	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.263304090991	0.175909873351	-1.0	-1.0	-1.0	-1.0	-1.0	0.0418481571379	-1.0	-1.0	-1.0	0.187326739085	-1.0	-1.0	0.152637602453	0.303762055949	-1.0	-1.0	-1.0	-1.0	-1.0	0.313555684318	-1.0	-1.0	-1.0	-1.0	0.263304090991	-1.0	-1.0	-1.0	-1.0
wgEncodeHaibTfbsK562Zbtb7asc34508V0416101PkRep2	-1.0	0.211956258805	-1.0	-1.0	-1.0	-1.0	-1.0	0.220968194855	-1.0	0.106530828254	-1.0	0.308383567471	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.256106841652	-1.0	-1.0	-1.0	0.256106841652	-1.0	-1.0	-1.0	0.211956258805	-1.0	-1.0	0.220968194855	-1.0	-1.0	-1.0	-1.0
wgEncodeBroadHistoneNhdfadCtcfStdPk	0.0949073465969	-1.0	0.677987943482	-1.0	0.511494858011	-1.0	-0.165383885804	0.106697270307	-1.0	-1.0	0.511494858011	0.810777617354	0.112178574118	0.4230606695	-1.0	0.390245337209	-1.0	-0.395261871894	-1.0	-1.0	-1.0	0.483598814046	-1.0	0.130349020949	-1.0	-1.0	0.643815178221	0.562941786752	0.168931144107	0.483598814046	-0.621273250791	0.483598814046	-1.0	-1.0	-1.0	-1.0	-1.0	0.562941786752
wgEncodeUwDnaseNhaHotspotsRep2	-1.0	0.234857296009	-0.165912166658	-0.390738432313	-1.0	-0.387018186599	0.407236139732	0.41133078133	0.0206624703541	0.569829042849	-0.614753616954	0.334820457388	-1.0	0.569829042849	0.618673073273	0.531734884518	-1.0	-0.159466397415	-1.0	-1.0	-0.258219342392	1.0	-1.0	0.432548792615	-1.0	-0.387018186599	0.458025580131	-0.624215309698	0.265001465853	1.0	0.0213689345924	1.0	-1.0	0.41133078133	-0.246826533446	-1.0	0.660273503732	-0.624215309698
wgEncodeHaibTfbsK562Atf3V0416101PkRep2	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.176315986257	-1.0	-1.0	-1.0	0.21084791673	-1.0	-1.0	0.418538218574	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.212436910808	-1.0	-1.0	-1.0	-1.0	0.0136911938005	-1.0	-1.0	-1.0	-1.0
wgEncodeSunyAlbanyGeneStK562Celf1RbpAssocRnaV2	-1.0	-0.393494311234	-0.159543403271	-0.388288383466	0.250459630102	-1.0	0.377814335933	0.675153909421	-0.615509335818	-1.0	0.250459630102	0.838084538708	-1.0	0.539800377354	0.79642943061	0.502436402579	-1.0	-0.159071960362	-0.618656929416	-1.0	0.119943303131	0.221961730795	0.433152622173	0.413551125632	0.502436402579	-0.629766947972	0.119943303131	-1.0	-0.253444302901	0.221961730795	0.664789501811	0.606441863827	0.166160629604	0.675153909421	-1.0	0.645672589789	0.645672589789	-0.618656929416
wgEncodeCshlLongRnaSeqHepg2CellPapJunctions	-0.279113876445	1.0	-0.359827584079	-1.0	1.0	-0.0903636584735	0.216230852287	-0.491712663567	-0.170695435518	1.0	-0.144473487604	0.485927683116	0.616194323117	1.0	-0.663614634512	0.608896389717	0.38795804077	-0.109601917661	0.38795804077	1.0	1.0	-0.119768581926	0.0990050541859	0.500052471947	0.608896389717	1.0	-0.336001290407	-0.19816683393	-0.75410042171	1.0	-0.472306807837	1.0	1.0	0.718836931957	-0.0200816046602	-1.0	0.246745958177	1.0
wgEncodeCshlShortRnaSeqImr90CytosolContigs	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
wgEncodeHaibMethyl450HmecSitesRep1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
wgEncodeHaibTfbsGm12878Bcl11aPcr1xPkRep1	-1.0	-1.0	-1.0	-1.0	-1.0	0.157062262426	-1.0	-1.0	-1.0	-1.0	-1.0	0.0647531474312	-1.0	-1.0	0.462093408193	-1.0	0.139782751024	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.215172898206	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0952210919032	-1.0	-1.0	-1.0	-1.0	-1.0
wgEncodeCshlLongRnaSeqHepg2CytosolPamJunctions	-0.327887911506	1.0	-0.770652924211	-0.328512197102	-0.774409072592	-0.307200539208	0.645783406089	-0.824739295166	-0.574526998044	-0.327887911506	-0.774409072592	0.795677006516	0.756185320494	1.0	-0.445142670726	0.174168455316	0.28305029236	-0.564303931523	1.0	0.663859648327	-0.679345013944	1.0	0.294507626415	-0.828445754005	1.0	-0.307200539208	0.834657523777	-0.784989470425	0.413203752507	-0.76092701125	1.0	1.0	1.0	0.650203160367	-0.824739295166	1.0	0.234217815614	0.595111835123
wgEncodeUwHistoneAg04449H3k4me3StdHotspotsRep1	-1.0	0.642406066072	-1.0	-1.0	0.588861791889	-0.619827706594	-1.0	-1.0	0.232542011525	0.494589689762	-1.0	0.282315695945	-1.0	0.13551802163	-0.169636099904	0.458682522948	-0.615787719877	-0.250340790523	1.0	0.288296363522	0.239776187858	0.183007172958	0.685721068452	0.204141130267	-1.0	-0.619827706594	0.239776187858	-0.615787719877	0.695335542947	0.559534301943	0.153611240471	0.559534301943	0.494589689762	-1.0	-0.390227370608	0.357757002506	-0.629163590324	-0.615787719877
wgEncodeRikenCageH1hescCellPamTssHmmV2	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0838837647402	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0896527586651	-1.0	0.151215230811	-1.0	-1.0	-1.0	-1.0	-1.0	0.151215230811	-1.0	0.156642243402	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
wgEncodeAffyRnaChipTransfragsKeratinocyteCytosolLongpolya	-1.0	-1.0	-1.0	0.648435838309	0.0679473485074	-0.631647811072	-1.0	0.0769140662548	-1.0	0.545952778727	-0.614215094421	-1.0	0.198874075748	-1.0	-0.306285378259	-1.0	-1.0	-0.158612550634	0.31478790678	-1.0	0.437806756263	0.612755630718	0.125572358999	-1.0	0.508423130356	-0.631647811072	1.0	-1.0	-0.71417550927	0.0551652024944	0.668314888513	-1.0	0.545952778727	0.227202152432	0.679011818653	-1.0	-1.0	0.31478790678
wgEncodeHaibTfbsK562E2f6sc22823V0416102PkRep1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.232342007435	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0368066546432	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
wgEncodeHaibMethylRrbsNt2d1StanfordSitesRep2	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0334158415842	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
wgEncodeHaibTfbsEcc1Tead4sc101184V0422111PkRep1	-1.0	0.291739039769	-1.0	0.267794307738	-1.0	-1.0	-1.0	0.303438394893	0.20462518192	-1.0	-1.0	-1.0	0.164347384329	-1.0	0.250459630102	-1.0	0.217647691536	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0422484047456	-1.0	-1.0	0.303438394893	0.303438394893	-1.0	-1.0	-1.0
wgEncodeUwHistoneJurkatH3k4me3StdHotspotsRep2	-1.0	0.209998554001	-1.0	0.551315827867	-1.0	0.51137099939	-1.0	0.60535837613	0.444916797057	0.342546272928	-1.0	0.28266956779	-1.0	0.342546272928	-0.164394723627	-1.0	-1.0	-0.625984291415	0.467987005743	0.188624351831	-0.619834323619	0.395830534108	0.287521669439	1.0	-1.0	-1.0	0.287521669439	-1.0	0.303078321159	0.395830534108	-1.0	-1.0	0.342546272928	0.225371878875	0.60535837613	0.179684419773	-1.0	-1.0
wgEncodeBroadHistoneCd20ro01794H3k27acPk	-0.127939857866	-0.189910222128	-0.272268875328	-0.272548807759	-0.743118356452	0.0338193014904	-0.145212806086	0.607108053959	-1.0	0.702553145049	-0.0479423745982	-0.289675797716	0.00394009469225	0.702553145049	0.209943553018	0.0320319040426	-1.0	-0.0107927988239	0.349443888325	-1.0	-0.47883609166	-1.0	0.00752692123472	-1.0	-0.221279783962	-0.14027826092	0.00752692123472	3.58631244255e-05	-0.0166786953465	0.156176563174	-0.439047014646	-1.0	0.702553145049	1.0	0.0652780298772	0.781057370017	-0.58863152337	-1.0
wgEncodeUwDnaseGm12878HotspotsRep2	-0.61035562839	-1.0	-0.350564526188	-0.243793311535	-0.626548566678	0.0723946394272	-0.611081126519	0.462274381754	0.636774667851	0.0631874387297	-1.0	0.857227322558	-1.0	0.250184356684	0.503160373707	0.600864291132	-1.0	-0.349106291977	0.648570668653	-1.0	-0.164661366054	0.325194907965	0.305028224597	0.497774290318	-1.0	-0.395650207417	0.732030994487	0.0102262701069	0.320314303262	0.100715183844	-0.251119336584	-0.618357966075	0.0107696765738	-1.0	-1.0	-1.0	-0.243793311535	-1.0
wgEncodeHaibMethylRrbsHipeUwstamgrowprotSitesRep1	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0334158415842	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0
wgEncodeHaibGenotypeHcmRegionsRep1	1.0	1.0	-0.377106072273	-0.586962791691	-0.176024033551	-0.553092794609	-0.398488437292	-1.0	1.0	-0.240937676263	0.083774235987	-0.263512112323	1.0	1.0	0.94643881318	-0.423270848598	0.54183861781	-0.255473158856	1.0	1.0	-1.0	-0.734048046322	1.0	-0.452646942799	0.69218054288	1.0	0.090913284456	0.54183861781	0.0164511099306	1.0	0.593595136415	-0.15142275117	-0.0481287225125	0.798224501143	0.798224501143	0.27449820981	1.0	1.0
